X1,id,available_Cycle,available_Walk,available_HSR,available_Car,time_Cycle,time_Walk,time_HSR,time_Car,access_Cycle,access_Walk,access_HSR,access_Car,wait_Cycle,wait_Walk,wait_HSR,wait_Car,transfer_Cycle,transfer_Walk,transfer_HSR,transfer_Car,parking,vehind,gender,age,shared,family,child,street_density,sidewalk_density,LAT,LONG,PersonalVehComf_SD,PersonalVehComf_D,PersonalVehComf_A,PersonalVehComf_SA,Fun_SD,Fun_D,Fun_A,Fun_SA,ActiveNeigh_SD,ActiveNeigh_D,ActiveNeigh_A,ActiveNeigh_SA,UsefulTrans_SD,UsefulTrans_D,UsefulTrans_A,UsefulTrans_SA,BusComf_SD,BusComf_D,BusComf_A,BusComf_SA,TravelAlone_SD,TravelAlone_D,TravelAlone_A,TravelAlone_SA,Shelters_SD,Shelters_D,Shelters_A,Shelters_SA,Community_SD,Community_D,Community_A,Community_SA,personal_veh_comfortable,getting_there_fun,like_active_neighborhood,commute_useful_transition,buses_comfortable,prefer_travel_alone,shelter_good_quality,sense_community,numna
318,567757997,No,Yes,Yes,Yes,NA,62.11180124,12,5,0,0,2,0,0,0,10,0,0,0,0,0,No,Yes,Woman,32,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,SA,A,N,A,A,A,A,N,3
319,567763460,Yes,No,Yes,No,15,.,5,.,0,0,6.39,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,No,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,N,N,A,N,A,N,N,D,2
320,567766092,No,No,Yes,Yes,NA,.,15,18,0,0,2,0,0,0,10,0,0,0,0,0,No,Yes,Woman,18,No,Living with Family,Yes,1.664093292,0.184933346,43.237338,-79.970296,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,A,N,A,A,A,N,A,A,2
321,567769163,No,No,Yes,Yes,NA,.,30,30,0,0,30,0,0,0,10,0,0,0,1,0,No,No,Man,20,No,Living with Family,Yes,8.357292506,13.26696518,43.229199,-79.908453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,A,N,A,N,N,N,N,2
322,567769338,No,Yes,Yes,No,NA,23.44582593,5,.,0,0,2,0,0,0,25,0,0,0,1,0,No,No,Man,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,N,SA,SA,N,A,A,A,D,2
323,567769452,No,No,Yes,Yes,NA,.,50,12,0,0,7,0,0,0,30,0,0,0,2,0,No,No,Man,35,No,Living with Family,Yes,10.70462015,16.7515059,43.23363,-79.924472,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,A,A,D,SA,SD,A,D,A,2
324,567773447,No,No,Yes,Yes,NA,.,42,40,0,0,7.14,0,0,0,10.23,0,0,0,1,0,Yes,No,Man,55,No,Living with Family,Yes,10.10814511,20.28181241,43.218472,-79.918446,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,D,SD,D,D,SD,D,SD,D,2
325,567775701,No,No,Yes,Yes,NA,.,76,35,0,0,3.52,0,0,0,10.23,0,0,0,2,0,No,Yes,Man,43,No,Living with Family,Yes,3.54117695,8.153216579,43.181437,-79.773043,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,SA,A,D,D,N,N,D,A,2
326,567776222,No,Yes,Yes,No,NA,15,2,.,0,0,5.33,0,0,0,10.23,0,0,0,1,0,No,No,Man,19,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,N,D,N,N,A,N,A,SD,2
327,567780973,No,No,Yes,Yes,NA,.,75,35,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,No,Living with Family,Yes,16.68028215,36.43676179,43.217236,-79.712966,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,A,SD,N,N,N,N,A,2
328,567781317,No,Yes,Yes,No,NA,10,1,.,0,0,2.13,0,0,0,10.23,0,0,0,0,0,No,No,Man,23,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,A,A,N,A,A,SA,A,A,2
329,567785957,No,Yes,Yes,No,NA,26.64298401,5,.,0,0,5,0,0,0,0,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,SA,A,A,D,N,N,A,2
330,567788800,No,Yes,Yes,No,NA,7,2,.,0,0,7.46,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,A,A,N,N,N,N,D,A,2
331,567790385,No,No,Yes,Yes,NA,.,55,20,0,0,62.11,0,0,0,10.23,0,0,0,2,0,No,No,Woman,18,No,Living with Family,Yes,8.114056455,23.49774584,43.213445,-79.82712,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,A,N,A,N,D,D,D,A,2
332,567790389,No,Yes,Yes,Yes,NA,10,2,2,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,18,No,Living with Family,No,19.4975356,39.64003191,43.261318,-79.907289,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,A,A,A,A,A,A,A,SA,3
333,567795247,Yes,Yes,Yes,Yes,2.91407871,10,5,10,0,0,0.53,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,D,A,N,SA,N,N,N,D,4
334,567800214,No,No,Yes,Yes,NA,.,60,20,0,0,10.66,0,0,0,10.23,0,0,0,2,0,No,No,Man,18,No,Living with Family,No,13.36484884,51.61125534,43.199256,-79.792732,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,A,N,N,D,A,D,A,A,2
335,567800576,No,Yes,Yes,Yes,NA,15,20,5,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,24,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,A,D,SA,D,A,A,A,D,3
336,567801317,No,No,Yes,Yes,NA,.,30,15,0,0,31.97,0,0,0,10.23,0,0,0,2,0,Yes,Yes,Man,18,No,Living with Family,No,10.70462015,16.7515059,43.233407,-79.929603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,A,N,N,N,N,A,N,2
337,567801705,No,No,Yes,Yes,NA,.,65,15,0,0,31.97,0,0,0,10.23,0,0,0,2,0,No,No,Man,18,No,Living with Family,No,14.81858426,17.40413146,43.207969,-80.002292,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SA,D,D,N,SD,N,N,D,2
338,567809825,Yes,Yes,Yes,No,7.285196774,25,10,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,17.71570322,30.38207455,43.257576,-79.918433,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,N,A,N,N,N,N,N,3
339,567810459,No,No,Yes,Yes,NA,.,90,35,0,0,37.27,0,0,0,10.23,0,0,0,2,0,No,No,Woman,21,No,Living with Family,Yes,9.86995894,37.94660628,43.229978,-79.741308,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,N,A,D,SD,D,A,N,D,2
340,567811847,No,No,Yes,Yes,NA,.,5,5,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,26,No,No,No,19.4975356,39.64003191,43.261881,-79.905924,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,A,A,A,D,A,D,D,A,2
341,567812891,No,No,Yes,Yes,NA,.,35,15,0,0,40,0,0,0,5,0,0,0,1,0,No,No,Man,32,No,No,No,9.327242176,19.40099824,43.253297,-79.845854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N,A,N,A,D,A,A,2
342,567812901,No,Yes,Yes,No,NA,7,3,.,0,0,3.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.260318,-79.911928,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,N,N,D,D,N,SD,N,2
343,567813867,Yes,Yes,Yes,Yes,4.371118065,15,5,5,0,0,3.73,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,22,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.2542,-79.923895,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,SA,A,D,SA,SA,SA,A,N,4
344,567814118,No,Yes,Yes,Yes,NA,16.14906832,3,2,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,23,Living in Shared Accommodations,No,No,1.664093292,0.184933346,43.246749,-79.943641,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,A,N,A,A,A,A,SA,A,3
345,567814211,Yes,Yes,Yes,Yes,7.285196774,25,8,8,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,14.6238888,0,43.262611,-79.935948,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A,A,A,D,N,A,D,N,4
346,567814618,No,Yes,Yes,No,NA,12,3,.,0,0,4.26,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257878,-79.916677,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,SA,N,SA,N,D,A,N,A,2
347,567815240,Yes,Yes,Yes,Yes,4.371118065,15,3,1,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,20,No,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,SA,SA,A,SA,SD,SD,A,A,4
348,567816209,Yes,Yes,Yes,No,4.371118065,15,2,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,24,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258076,-79.911943,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,A,N,A,N,A,SA,N,D,3
349,567816394,No,Yes,Yes,No,NA,20,3,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257878,-79.916677,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,SA,A,D,A,D,D,D,D,2
350,567816641,Yes,No,Yes,No,12,.,5,.,0,0,8.07,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,4.643304097,6.352265804,43.257315,-79.935414,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,N,A,D,A,D,A,N,2
351,567817239,No,Yes,Yes,No,NA,10,5,.,0,0,62.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257621,-79.924838,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,A,A,D,D,A,A,A,A,2
352,567817539,Yes,Yes,Yes,No,4.371118065,15,8,.,0,0,1.07,0,0,0,10.23,0,0,0,0,0,No,No,Man,23,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.252363,-79.922035,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,SD,D,A,D,N,N,D,3
353,567819494,No,Yes,Yes,No,NA,5,3,.,0,0,0.64,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257878,-79.916677,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,A,A,D,D,SA,SA,A,SD,2
354,567820270,No,Yes,Yes,No,NA,10,2,.,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,16.18344475,35.43306805,43.262216,-79.90513,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,N,A,A,N,N,A,N,2
355,567820589,No,Yes,Yes,No,NA,15,7,.,0,0,2.13,0,0,0,10.23,0,0,0,0,0,No,No,Man,21,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.254309,-79.921102,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,N,A,D,N,N,N,N,2
356,567820932,No,No,Yes,Yes,NA,.,12,8,0,0,3,0,0,0,10,0,0,0,0,0,No,Yes,Woman,21,Living in Shared Accommodations,No,No,13.55660792,8.22849688,43.251223,-79.934584,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,A,D,SD,D,D,SA,D,D,2
357,567822696,No,Yes,Yes,Yes,NA,62.11180124,5,10,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,23,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258029,-79.912695,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,SA,A,D,N,D,N,D,D,3
358,567824807,No,Yes,Yes,Yes,NA,13,20,2,0,0,10.66,0,0,0,10.23,0,0,0,2,0,No,Yes,Man,21,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.257586,-79.925898,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,A,N,SA,A,N,N,A,D,3
359,567825736,Yes,Yes,Yes,No,5.82815742,20,15,.,0,0,62.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,No,No,No,14.37620617,22.63322192,43.26302,-79.900741,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,D,D,D,N,D,A,D,D,3
360,567827211,No,No,Yes,Yes,NA,.,60,35,0,0,53.29,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Man,24,No,Living with Family,Yes,7.607711389,17.19519818,43.21568,-79.7131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,A,A,N,N,A,N,2
361,567829197,No,No,Yes,Yes,NA,.,15,5,0,0,2,0,0,0,10,0,0,0,0,0,No,Yes,Woman,22,No,No,No,4.643304097,6.352265804,43.256385,-79.936072,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,D,A,N,N,N,N,A,2
362,567829799,No,Yes,Yes,No,NA,20,7,.,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,SA,A,N,A,D,SA,D,A,2
363,567839317,Yes,Yes,Yes,Yes,2.91407871,10,2,2,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,20,Living in Shared Accommodations,No,No,10.18232626,19.88144051,43.254172,-79.923765,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,A,A,A,A,A,A,N,A,4
364,567844647,No,No,Yes,Yes,NA,.,45,20,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,36,No,Living with Family,Yes,15.03433934,16.78554677,43.225674,-79.952804,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,D,D,D,N,A,N,N,2
365,567849435,No,No,Yes,Yes,NA,.,23,20,0,0,10,0,0,0,40,0,0,0,0,0,No,No,Man,20,No,Living with Family,Yes,15.03433934,16.78554677,43.225674,-79.952804,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,N,D,D,A,A,A,D,D,2
366,567849800,No,Yes,Yes,No,NA,12,5,.,0,0,6.39,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.260404,-79.912958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N,N,A,N,D,N,D,D,2
367,567851677,Yes,Yes,Yes,No,4.371118065,15,3,.,0,0,1.37,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,A,D,A,D,D,D,A,D,3
368,567854151,No,No,Yes,Yes,NA,.,40,25,0,0,5,0,0,0,10,0,0,0,1,0,No,No,Woman,22,Living in Shared Accommodations,No,No,14.1292541,21.30371243,43.243395,-79.875376,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,D,D,D,D,D,N,N,2
369,567855628,No,Yes,Yes,No,NA,15,4,.,0,0,5.96,0,0,0,10.23,0,0,0,0,0,No,No,Woman,20,Living in Shared Accommodations,No,No,14.30782564,37.4575743,43.257822,-79.919413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N,A,N,N,N,A,A,2
370,567857244,Yes,No,Yes,No,8,.,2,.,0,0,4.26,0,0,0,10.23,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,9.653162301,16.46633437,43.258632,-79.931756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A,N,N,N,A,N,N,D,2
371,567857376,No,No,Yes,Yes,NA,.,35,35,0,0,7,0,0,0,2,0,0,0,0,0,No,No,Woman,20,No,Living with Family,Yes,9.650209129,18.78854554,43.218325,-79.72335,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,A,SA,A,SA,A,N,A,SA,2
372,567857730,Yes,Yes,Yes,No,3.788302323,13,3,.,0,0,6.21,0,0,0,10.23,0,0,0,0,0,No,No,Woman,22,Living in Shared Accommodations,No,No,12.87040646,6.605343875,43.25845,-79.907797,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,A,N,A,D,D,N,D,D,3
373,567860748,No,No,Yes,Yes,NA,.,60,50,0,0,10.66,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Man,21,No,Living with Family,Yes,7.607711389,17.19519818,43.21568,-79.7131,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,SA,SD,SA,SD,SD,N,SA,A,2
374,567862285,No,Yes,Yes,Yes,NA,15,2,5,0,0,24.84,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,27,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.258146,-79.910796,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,SA,A,D,A,A,A,D,A,3
375,567862891,Yes,Yes,Yes,Yes,2.039855097,7,2,2,0,0,2.66,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260301,-79.910886,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,SA,D,N,SA,N,N,A,D,4
376,567862903,Yes,Yes,Yes,Yes,4.371118065,15,5,3,0,0,3.11,0,0,0,10.23,0,0,0,0,0,No,Yes,Woman,20,Living in Shared Accommodations,No,No,14.37620617,22.63322192,43.26302,-79.900741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N,N,N,SA,N,N,N,D,4
377,567862911,No,No,Yes,Yes,NA,.,16,7,0,0,2.56,0,0,0,10.23,0,0,0,1,0,No,No,Man,20,No,Living with Family,Yes,1.35857921,0,43.27543,-79.93279,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,SA,N,D,SD,A,SD,SA,N,2
378,567864475,No,No,Yes,Yes,NA,.,35,15,0,0,5,0,0,0,20,0,0,0,1,0,No,No,Man,22,No,Living with Family,Yes,13.34635674,25.37804857,43.226316,-79.871946,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,A,D,D,A,A,N,D,D,2
379,567865570,Yes,Yes,Yes,No,0.310559006,1.065719361,3,.,0,0,2,0,0,0,15,0,0,0,0,0,No,No,Man,20,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257934,-79.914077,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,D,N,A,A,D,A,N,3
380,567866980,No,No,Yes,Yes,NA,.,45,30,0,0,2.66,0,0,0,10.23,0,0,0,0,0,Yes,Yes,Man,22,No,Living with Family,Yes,13.61022296,28.61524387,43.231707,-79.807699,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,D,D,D,N,A,N,N,2
381,567868204,No,Yes,Yes,No,NA,10,5,.,0,0,12.42,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SA,SA,D,A,N,N,D,N,2
382,567869826,No,Yes,Yes,Yes,NA,14,15,5,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,27,No,No,No,10.35515054,12.82083337,43.250282,-79.927616,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SA,N,A,N,N,N,N,N,3
383,567871359,Yes,Yes,Yes,No,5.82815742,20,5,.,0,0,62.11,0,0,0,10.23,0,0,0,0,0,No,No,Woman,21,No,Living with Family,No,14.37620617,22.63322192,43.26302,-79.900741,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A,A,A,A,N,A,N,A,3
384,567872966,No,No,Yes,Yes,NA,.,15,15,0,0,10.66,0,0,0,10.23,0,0,0,0,0,No,Yes,Man,25,No,Living with Family,Yes,15.03433934,16.78554677,43.225674,-79.952804,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,SA,N,SD,D,A,D,A,SD,2
385,567873529,No,No,Yes,Yes,NA,.,50,15,0,0,2.11,0,0,0,10.23,0,0,0,1,0,Yes,Yes,Woman,18,No,Living with Family,Yes,10.70462015,16.7515059,43.23363,-79.924472,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,N,D,A,N,N,N,D,2
386,567875252,No,Yes,Yes,No,NA,10,4,.,0,0,5.33,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,15.73366442,35.69782751,43.260292,-79.913012,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,A,A,D,A,A,D,A,N,2
387,567875966,Yes,Yes,Yes,Yes,4.953933807,17,10,1,0,0,1.07,0,0,0,10.23,0,0,0,0,0,No,No,Man,19,Living in Shared Accommodations,No,No,16.50261063,31.43903392,43.253041,-79.92041,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A,A,D,N,N,D,N,D,4
388,567876582,No,Yes,Yes,No,NA,15,3,.,0,0,21.31,0,0,0,10.23,0,0,0,0,0,No,No,Man,22,Living in Shared Accommodations,No,No,11.88381306,18.5668136,43.257705,-79.9222,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,A,N,A,A,A,D,A,A,2
389,567878084,No,No,Yes,Yes,NA,.,40,20,0,0,5.33,0,0,0,10.23,0,0,0,2,0,Yes,Yes,Man,26,No,Living with Family,Yes,17.97064958,21.49531651,43.199241,-79.840579,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SA,N,A,A,N,A,N,SA,2
