Country,Date,Yield
FRA,2017-09,0.699
FRA,2017-10,0.812
FRA,2017-11,0.7171
FRA,2017-12,0.6748
FRA,2018-01,0.859
FRA,2018-02,0.9818
FRA,2018-03,0.8352
FRA,2018-04,0.7784
FRA,2018-05,0.781
FRA,2018-06,0.754
FRA,2018-07,0.6653
FRA,2018-08,0.7045
FRA,2018-09,0.7658
FRA,2018-10,0.8229
FRA,2018-11,0.763
FRA,2018-12,0.6984
FRA,2019-01,0.6456
FRA,2019-02,0.5498
FRA,2019-03,0.437
FRA,2019-04,0.3718
FRA,2019-05,0.3045
FRA,2019-06,0.0791
FRA,2019-07,-0.069
FRA,2019-08,-0.3391
FRA,2019-09,-0.2757
FRA,2019-10,-0.1574
FRA,2019-11,-0.0204
FRA,2019-12,0.0362
FRA,2020-01,-0.007
FRA,2020-02,-0.1772
FRA,2020-03,-0.0584
FRA,2020-04,0.0578
FRA,2020-05,-0.0301
FRA,2020-06,-0.044
FRA,2020-07,-0.1478
FRA,2020-08,-0.1713
FRA,2020-09,-0.2072
FRA,2020-10,-0.2966
FRA,2020-11,-0.3262
FRA,2020-12,-0.3352
FRA,2021-01,-0.3052
FRA,2021-02,-0.1504
FRA,2021-03,-0.0701
FRA,2021-04,-0.0056
FRA,2021-05,0.2068
FRA,2021-06,0.153
FRA,2021-07,-0.0058
FRA,2021-08,-0.1143
FRA,2021-09,0.04
FRA,2021-10,0.2
FRA,2021-11,0.09
FRA,2021-12,0.05
SVN,2007-01,4.232
SVN,2007-02,4.338
SVN,2007-03,4.343
SVN,2007-04,4.408
SVN,2007-05,4.49
SVN,2007-06,4.793
SVN,2007-07,4.724
SVN,2007-08,4.823
SVN,2007-09,4.685
SVN,2007-10,4.585
SVN,2007-11,4.397
SVN,2007-12,4.551
SVN,2008-01,4.39
SVN,2008-02,4.317
SVN,2008-03,4.33
SVN,2008-04,4.473
SVN,2008-05,4.611
SVN,2008-06,4.948
SVN,2008-07,5.02
SVN,2008-08,4.68
SVN,2008-09,4.677
SVN,2008-10,4.66
SVN,2008-11,4.61
SVN,2008-12,4.56
SVN,2009-01,4.7
SVN,2009-02,4.87
SVN,2009-03,4.71
SVN,2009-04,4.77
SVN,2009-05,4.76
SVN,2009-06,4.69
SVN,2009-07,4.33
SVN,2009-08,4.07
SVN,2009-09,3.96
SVN,2009-10,3.86
SVN,2009-11,3.87
SVN,2009-12,3.91
SVN,2010-01,4
SVN,2010-02,3.84
SVN,2010-03,3.94
SVN,2010-04,3.94
SVN,2010-05,3.82
SVN,2010-06,3.83
SVN,2010-07,3.87
SVN,2010-08,3.67
SVN,2010-09,3.64
SVN,2010-10,3.56
SVN,2010-11,3.77
SVN,2010-12,4.11
SVN,2011-01,4.29
SVN,2011-02,4.26
SVN,2011-03,4.3
SVN,2011-04,4.531
SVN,2011-05,4.43
SVN,2011-06,4.58
SVN,2011-07,4.89
SVN,2011-08,4.99
SVN,2011-09,4.86
SVN,2011-10,5.16
SVN,2011-11,6.46
SVN,2011-12,6.9
SVN,2012-01,6.74
SVN,2012-02,5.73
SVN,2012-03,5.08
SVN,2012-04,5.27
SVN,2012-05,5.28
SVN,2012-06,5.63
SVN,2012-07,6.34
SVN,2012-08,6.81
SVN,2012-09,6.32
SVN,2012-10,5.74
SVN,2012-11,5.43
SVN,2012-12,5.33
SVN,2013-01,4.81
SVN,2013-02,4.88
SVN,2013-03,5.09
SVN,2013-04,5.93
SVN,2013-05,5.35
SVN,2013-06,6.38
SVN,2013-07,6.58
SVN,2013-08,6.51
SVN,2013-09,6.56
SVN,2013-10,6.47
SVN,2013-11,5.91
SVN,2013-12,5.27
SVN,2014-01,4.73
SVN,2014-02,4.43
SVN,2014-03,3.85
SVN,2014-04,3.52
SVN,2014-05,3.39
SVN,2014-06,3.13
SVN,2014-07,3.16
SVN,2014-08,3.09
SVN,2014-09,2.66
SVN,2014-10,2.63
SVN,2014-11,2.54
SVN,2014-12,2.11
SVN,2015-01,1.75
SVN,2015-02,1.32
SVN,2015-03,0.99
SVN,2015-04,1.06
SVN,2015-05,1.59
SVN,2015-06,2.13
SVN,2015-07,2.43
SVN,2015-08,2.07
SVN,2015-09,2.05
SVN,2015-10,1.8
SVN,2015-11,1.66
SVN,2015-12,1.61
SVN,2016-01,1.61
SVN,2016-02,1.59
SVN,2016-03,1.48
SVN,2016-04,1.37
SVN,2016-05,1.41
SVN,2016-06,1.36
SVN,2016-07,0.95
SVN,2016-08,0.8
SVN,2016-09,0.75
SVN,2016-10,0.62
SVN,2016-11,0.89
SVN,2016-12,0.96
SVN,2017-01,0.99
SVN,2017-02,1.01
SVN,2017-03,0.99
SVN,2017-04,1
SVN,2017-05,0.98
SVN,2017-06,0.86
SVN,2017-07,1.15
SVN,2017-08,1.09
SVN,2017-09,0.98
SVN,2017-10,0.97
SVN,2017-11,0.81
SVN,2017-12,0.69
SVN,2018-01,0.88
SVN,2018-02,1.14
SVN,2018-03,1.11
SVN,2018-04,0.89
SVN,2018-05,0.96
SVN,2018-06,0.99
SVN,2018-07,0.79
SVN,2018-08,0.77
SVN,2018-09,0.75
SVN,2018-10,0.92
SVN,2018-11,1.01
SVN,2018-12,0.96
SVN,2019-01,0.98
SVN,2019-02,0.87
SVN,2019-03,0.67
SVN,2019-04,0.52
SVN,2019-05,0.38
SVN,2019-06,0.19
SVN,2019-07,-0.01
SVN,2019-08,-0.06
SVN,2019-09,-0.16
SVN,2019-10,-0.09
SVN,2019-11,-0.01
SVN,2019-12,0.02
SVN,2020-01,0.09
SVN,2020-02,0.04
SVN,2020-03,0.02
SVN,2020-04,0.27
SVN,2020-05,0.74
SVN,2020-06,0.42
SVN,2020-07,0.09
SVN,2020-08,-0.102
SVN,2020-09,-0.08
SVN,2020-10,-0.13
SVN,2020-11,-0.18
SVN,2020-12,-0.23
SVN,2021-01,-0.17
SVN,2021-02,0.02
SVN,2021-03,0.03
SVN,2021-04,0.02
SVN,2021-05,0.21
SVN,2021-06,0.15
SVN,2021-07,0.14
SVN,2021-08,-0.09
SVN,2021-09,0.05
SVN,2021-10,0.17
SVN,2021-11,0.15
SVN,2021-12,0.17
FIN,2007-01,4.05
FIN,2007-02,4.08
FIN,2007-03,3.98
FIN,2007-04,4.2
FIN,2007-05,4.33
FIN,2007-06,4.62
FIN,2007-07,4.59
FIN,2007-08,4.39
FIN,2007-09,4.34
FIN,2007-10,4.38
FIN,2007-11,4.22
FIN,2007-12,4.34
FIN,2008-01,4.14
FIN,2008-02,4.06
FIN,2008-03,4
FIN,2008-04,4.22
FIN,2008-05,4.47
FIN,2008-06,4.78
FIN,2008-07,4.77
FIN,2008-08,4.47
FIN,2008-09,4.43
FIN,2008-10,4.33
FIN,2008-11,4.09
FIN,2008-12,3.72
FIN,2009-01,3.87
FIN,2009-02,3.93
FIN,2009-03,3.81
FIN,2009-04,3.78
FIN,2009-05,3.91
FIN,2009-06,3.98
FIN,2009-07,3.77
FIN,2009-08,3.63
FIN,2009-09,3.62
FIN,2009-10,3.57
FIN,2009-11,3.53
FIN,2009-12,3.46
FIN,2010-01,3.49
FIN,2010-02,3.38
FIN,2010-03,3.26
FIN,2010-04,3.36
FIN,2010-05,3.03
FIN,2010-06,2.92
FIN,2010-07,2.85
FIN,2010-08,2.62
FIN,2010-09,2.58
FIN,2010-10,2.63
FIN,2010-11,2.82
FIN,2010-12,3.19
FIN,2011-01,3.27
FIN,2011-02,3.41
FIN,2011-03,3.45
FIN,2011-04,3.57
FIN,2011-05,3.32
FIN,2011-06,3.29
FIN,2011-07,3.16
FIN,2011-08,2.68
FIN,2011-09,2.35
FIN,2011-10,2.51
FIN,2011-11,2.54
FIN,2011-12,2.52
FIN,2012-01,2.28
FIN,2012-02,2.34
FIN,2012-03,2.3
FIN,2012-04,2.15
FIN,2012-05,1.82
FIN,2012-06,1.76
FIN,2012-07,1.55
FIN,2012-08,1.54
FIN,2012-09,1.82
FIN,2012-10,1.78
FIN,2012-11,1.67
FIN,2012-12,1.59
FIN,2013-01,1.74
FIN,2013-02,1.81
FIN,2013-03,1.61
FIN,2013-04,1.51
FIN,2013-05,1.6
FIN,2013-06,1.88
FIN,2013-07,1.91
FIN,2013-08,2.07
FIN,2013-09,2.19
FIN,2013-10,2.04
FIN,2013-11,1.94
FIN,2013-12,2.03
FIN,2014-01,1.99
FIN,2014-02,1.92
FIN,2014-03,1.9
FIN,2014-04,1.84
FIN,2014-05,1.69
FIN,2014-06,1.57
FIN,2014-07,1.36
FIN,2014-08,1.18
FIN,2014-09,1.13
FIN,2014-10,1.01
FIN,2014-11,0.9
FIN,2014-12,0.89
FIN,2015-01,0.62
FIN,2015-02,0.48
FIN,2015-03,0.39
FIN,2015-04,0.27
FIN,2015-05,0.71
FIN,2015-06,1.01
FIN,2015-07,0.95
FIN,2015-08,0.82
FIN,2015-09,0.95
FIN,2015-10,0.81
FIN,2015-11,0.81
FIN,2015-12,0.86
FIN,2016-01,0.78
FIN,2016-02,0.53
FIN,2016-03,0.53
FIN,2016-04,0.46
FIN,2016-05,0.45
FIN,2016-06,0.33
FIN,2016-07,0.12
FIN,2016-08,0.06
FIN,2016-09,0.08
FIN,2016-10,0.17
FIN,2016-11,0.41
FIN,2016-12,0.46
FIN,2017-01,0.5
FIN,2017-02,0.52
FIN,2017-03,0.51
FIN,2017-04,0.38
FIN,2017-05,0.49
FIN,2017-06,0.56
FIN,2017-07,0.76
FIN,2017-08,0.65
FIN,2017-09,0.58
FIN,2017-10,0.59
FIN,2017-11,0.52
FIN,2017-12,0.5
FIN,2018-01,0.67
FIN,2018-02,0.84
FIN,2018-03,0.72
FIN,2018-04,0.69
FIN,2018-05,0.7
FIN,2018-06,0.63
FIN,2018-07,0.53
FIN,2018-08,0.56
FIN,2018-09,0.66
FIN,2018-10,0.73
FIN,2018-11,0.66
FIN,2018-12,0.55
FIN,2019-01,0.49
FIN,2019-02,0.38
FIN,2019-03,0.39
FIN,2019-04,0.34
FIN,2019-05,0.25
FIN,2019-06,0.05
FIN,2019-07,-0.09
FIN,2019-08,-0.35
FIN,2019-09,-0.3
FIN,2019-10,-0.21
FIN,2019-11,-0.08
FIN,2019-12,-0.03
FIN,2020-01,-0.07
FIN,2020-02,-0.23
FIN,2020-03,-0.12
FIN,2020-04,0.03
FIN,2020-05,-0.12
FIN,2020-06,-0.17
FIN,2020-07,-0.21
FIN,2020-08,-0.25
FIN,2020-09,-0.3
FIN,2020-10,-0.38
FIN,2020-11,-0.4
FIN,2020-12,-0.41
FIN,2021-01,-0.378421
FIN,2021-02,-0.21767
FIN,2021-03,-0.1238435
FIN,2021-04,-0.0792
FIN,2021-05,0.04909
FIN,2021-06,-0.01766667
FIN,2021-07,-0.09562727
FIN,2021-08,-0.2150545
FIN,2021-09,-0.08386364
FIN,2021-10,0.07888421
FIN,2021-11,0.0043
FIN,2021-12,-0.06184
ESP,2007-01,4.072454
ESP,2007-02,4.1108
ESP,2007-03,4.008682
ESP,2007-04,4.208737
ESP,2007-05,4.336286
ESP,2007-06,4.620286
ESP,2007-07,4.596227
ESP,2007-08,4.39813
ESP,2007-09,4.354
ESP,2007-10,4.378348
ESP,2007-11,4.247864
ESP,2007-12,4.347706
ESP,2008-01,4.182727
ESP,2008-02,4.144095
ESP,2008-03,4.117631
ESP,2008-04,4.310273
ESP,2008-05,4.42215
ESP,2008-06,4.791619
ESP,2008-07,4.797863
ESP,2008-08,4.559118
ESP,2008-09,4.568333
ESP,2008-10,4.466
ESP,2008-11,4.1468
ESP,2008-12,3.858176
ESP,2009-01,4.145842
ESP,2009-02,4.23355
ESP,2009-03,4.058762
ESP,2009-04,4.00575
ESP,2009-05,4.05425
ESP,2009-06,4.235045
ESP,2009-07,4.011957
ESP,2009-08,3.778381
ESP,2009-09,3.803227
ESP,2009-10,3.771091
ESP,2009-11,3.789524
ESP,2009-12,3.8042
ESP,2010-01,3.98865
ESP,2010-02,3.9781
ESP,2010-03,3.830478
ESP,2010-04,3.901421
ESP,2010-05,4.084143
ESP,2010-06,4.5555
ESP,2010-07,4.433091
ESP,2010-08,4.037182
ESP,2010-09,4.094636
ESP,2010-10,4.036524
ESP,2010-11,4.685905
ESP,2010-12,5.374381
ESP,2011-01,5.379333
ESP,2011-02,5.2578
ESP,2011-03,5.249435
ESP,2011-04,5.328737
ESP,2011-05,5.322182
ESP,2011-06,5.479864
ESP,2011-07,5.824857
ESP,2011-08,5.252348
ESP,2011-09,5.200227
ESP,2011-10,5.251333
ESP,2011-11,6.192091
ESP,2011-12,5.504524
ESP,2012-01,5.399286
ESP,2012-02,5.111095
ESP,2012-03,5.169727
ESP,2012-04,5.79
ESP,2012-05,6.125546
ESP,2012-06,6.589381
ESP,2012-07,6.795
ESP,2012-08,6.581285
ESP,2012-09,5.9205
ESP,2012-10,5.646591
ESP,2012-11,5.690091
ESP,2012-12,5.339944
ESP,2013-01,5.050273
ESP,2013-02,5.2183
ESP,2013-03,4.92135
ESP,2013-04,4.591095
ESP,2013-05,4.246318
ESP,2013-06,4.6707
ESP,2013-07,4.660174
ESP,2013-08,4.507182
ESP,2013-09,4.416905
ESP,2013-10,4.216348
ESP,2013-11,4.10635
ESP,2013-12,4.13855
ESP,2014-01,3.785
ESP,2014-02,3.56125
ESP,2014-03,3.312
ESP,2014-04,3.10415
ESP,2014-05,2.933429
ESP,2014-06,2.712476
ESP,2014-07,2.671
ESP,2014-08,2.4194
ESP,2014-09,2.196045
ESP,2014-10,2.111304
ESP,2014-11,2.07055
ESP,2014-12,1.785368
ESP,2015-01,1.542095
ESP,2015-02,1.5131
ESP,2015-03,1.225818
ESP,2015-04,1.31275
ESP,2015-05,1.770632
ESP,2015-06,2.233954
ESP,2015-07,2.100696
ESP,2015-08,1.949762
ESP,2015-09,2.030773
ESP,2015-10,1.728182
ESP,2015-11,1.727667
ESP,2015-12,1.685619
ESP,2016-01,1.72795
ESP,2016-02,1.723524
ESP,2016-03,1.550762
ESP,2016-04,1.513524
ESP,2016-05,1.5665
ESP,2016-06,1.479955
ESP,2016-07,1.169095
ESP,2016-08,1.014304
ESP,2016-09,1.040909
ESP,2016-10,1.072619
ESP,2016-11,1.423818
ESP,2016-12,1.436667
ESP,2017-01,1.466318
ESP,2017-02,1.703
ESP,2017-03,1.717522
ESP,2017-04,1.617778
ESP,2017-05,1.568409
ESP,2017-06,1.452318
ESP,2017-07,1.59781
ESP,2017-08,1.484864
ESP,2017-09,1.541286
ESP,2017-10,1.614682
ESP,2017-11,1.488773
ESP,2017-12,1.441632
ESP,2018-01,1.473864
ESP,2018-02,1.5178
ESP,2018-03,1.349619
ESP,2018-04,1.2183
ESP,2018-05,1.385818
ESP,2018-06,1.372905
ESP,2018-07,1.317545
ESP,2018-08,1.372391
ESP,2018-09,1.4418
ESP,2018-10,1.573565
ESP,2018-11,1.582409
ESP,2018-12,1.426211
ESP,2019-01,1.378773
ESP,2019-02,1.28095
ESP,2019-03,1.126857
ESP,2019-04,1.0623
ESP,2019-05,0.8796818
ESP,2019-06,0.4994
ESP,2019-07,0.3551304
ESP,2019-08,0.1417727
ESP,2019-09,0.1833809
ESP,2019-10,0.2025217
ESP,2019-11,0.3849524
ESP,2019-12,0.4365
ESP,2020-01,0.4188636
ESP,2020-02,0.2742
ESP,2020-03,0.5093182
ESP,2020-04,0.8217
ESP,2020-05,0.7478095
ESP,2020-06,0.5170909
ESP,2020-07,0.3766087
ESP,2020-08,0.301
ESP,2020-09,0.2806818
ESP,2020-10,0.1701818
ESP,2020-11,0.09409524
ESP,2020-12,0.04218182
ESP,2021-01,0.07825
ESP,2021-02,0.22555
ESP,2021-03,0.3096087
ESP,2021-04,0.36725
ESP,2021-05,0.5165714
ESP,2021-06,0.4455
ESP,2021-07,0.3327727
ESP,2021-08,0.2182273
ESP,2021-09,0.3302727
ESP,2021-10,0.471
ESP,2021-11,0.4766818
ESP,2021-12,0.4133182
LUX,2007-01,3.833
LUX,2007-02,3.906
LUX,2007-03,4.016
LUX,2007-04,4.264
LUX,2007-05,4.633
LUX,2007-06,4.853
LUX,2007-07,4.841
LUX,2007-08,4.684
LUX,2007-09,4.641
LUX,2007-10,4.625
LUX,2007-11,4.558
LUX,2007-12,4.679
LUX,2008-01,4.466
LUX,2008-02,4.416
LUX,2008-03,4.369
LUX,2008-04,4.553
LUX,2008-05,4.67
LUX,2008-06,4.984
LUX,2008-07,5.013
LUX,2008-08,4.777
LUX,2008-09,4.844
LUX,2008-10,4.68
LUX,2008-11,4.352
LUX,2008-12,4.174
LUX,2009-01,4.175
LUX,2009-02,4.332
LUX,2009-03,4.302
LUX,2009-04,4.539
LUX,2009-05,4.592
LUX,2009-06,4.735
LUX,2009-07,4.462
LUX,2009-08,4.148
LUX,2009-09,3.936
LUX,2009-10,3.854
LUX,2009-11,3.868
LUX,2009-12,3.802
LUX,2010-01,3.757
LUX,2010-02,3.69
LUX,2010-03,3.602
LUX,2010-04,3.514
LUX,2010-05,3.174
LUX,2010-06,3.008
LUX,2010-07,2.981
LUX,2010-08,2.645
LUX,2010-09,2.666
LUX,2010-10,2.733
LUX,2010-11,2.941
LUX,2010-12,3.319
LUX,2011-01,3.304
LUX,2011-02,3.453
LUX,2011-03,3.471
LUX,2011-04,3.575
LUX,2011-05,3.293
LUX,2011-06,3.148
LUX,2011-07,3.026
LUX,2011-08,2.592
LUX,2011-09,2.273
LUX,2011-10,2.366
LUX,2011-11,2.313
LUX,2011-12,2.266
LUX,2012-01,2.07
LUX,2012-02,2.034
LUX,2012-03,2.216
LUX,2012-04,2.218
LUX,2012-05,1.917
LUX,2012-06,1.819
LUX,2012-07,1.698
LUX,2012-08,1.662
LUX,2012-09,1.647
LUX,2012-10,1.621
LUX,2012-11,1.522
LUX,2012-12,1.428
LUX,2013-01,1.604
LUX,2013-02,1.693
LUX,2013-03,1.545
LUX,2013-04,1.41
LUX,2013-05,1.468
LUX,2013-06,1.755
LUX,2013-07,2.021
LUX,2013-08,2.2
LUX,2013-09,2.271
LUX,2013-10,2.139
LUX,2013-11,2.009
LUX,2013-12,2.096
LUX,2014-01,2.057
LUX,2014-02,1.869
LUX,2014-03,1.796
LUX,2014-04,1.71
LUX,2014-05,1.572
LUX,2014-06,1.44
LUX,2014-07,1.264
LUX,2014-08,1.083
LUX,2014-09,0.983
LUX,2014-10,0.867
LUX,2014-11,0.751
LUX,2014-12,0.65
LUX,2015-01,0.469
LUX,2015-02,0.402
LUX,2015-03,0.161
LUX,2015-04,0.061
LUX,2015-05,0.42
LUX,2015-06,0.649
LUX,2015-07,0.561
LUX,2015-08,0.445
LUX,2015-09,0.426
LUX,2015-10,0.308
LUX,2015-11,0.252
LUX,2015-12,0.271
LUX,2016-01,0.719
LUX,2016-02,0.429
LUX,2016-03,0.415
LUX,2016-04,0.335
LUX,2016-05,0.329
LUX,2016-06,0.171
LUX,2016-07,-0.003
LUX,2016-08,-0.051
LUX,2016-09,-0.026
LUX,2016-10,0.071
LUX,2016-11,0.277
LUX,2016-12,0.385
LUX,2017-01,0.431
LUX,2017-02,0.554
LUX,2017-03,0.599
LUX,2017-04,0.493
LUX,2017-05,0.57
LUX,2017-06,0.519
LUX,2017-07,0.693
LUX,2017-08,0.57
LUX,2017-09,0.554
LUX,2017-10,0.57
LUX,2017-11,0.5
LUX,2017-12,0.485
LUX,2018-01,0.625
LUX,2018-02,0.78
LUX,2018-03,0.68
LUX,2018-04,0.62
LUX,2018-05,0.608
LUX,2018-06,0.537
LUX,2018-07,0.47
LUX,2018-08,0.466
LUX,2018-09,0.509
LUX,2018-10,0.56
LUX,2018-11,0.497
LUX,2018-12,0.424
LUX,2019-01,0.366
LUX,2019-02,0.261
LUX,2019-03,0.168
LUX,2019-04,0.109
LUX,2019-05,0.02
LUX,2019-06,-0.162
LUX,2019-07,-0.276
LUX,2019-08,-0.541
LUX,2019-09,-0.497
LUX,2019-10,-0.395
LUX,2019-11,-0.274
LUX,2019-12,-0.226
LUX,2020-01,-0.252
LUX,2020-02,-0.431
LUX,2020-03,-0.361
LUX,2020-04,-0.247
LUX,2020-05,-0.322
LUX,2020-06,-0.343
LUX,2020-07,-0.43
LUX,2020-08,-0.454
LUX,2020-09,-0.497
LUX,2020-10,-0.541
LUX,2020-11,-0.536
LUX,2020-12,-0.549
LUX,2021-01,-0.535
LUX,2021-02,-0.446
LUX,2021-03,-0.401
LUX,2021-04,-0.376
LUX,2021-05,-0.314
LUX,2021-06,-0.334
LUX,2021-07,-0.401
LUX,2021-08,-0.472
LUX,2021-09,-0.372
LUX,2021-10,-0.199
LUX,2021-11,-0.211
LUX,2021-12,-0.218
BEL,2007-01,4.06
BEL,2007-02,4.11
BEL,2007-03,4.01
BEL,2007-04,4.22
BEL,2007-05,4.34
BEL,2007-06,4.64
BEL,2007-07,4.62
BEL,2007-08,4.44
BEL,2007-09,4.39
BEL,2007-10,4.42
BEL,2007-11,4.28
BEL,2007-12,4.41
BEL,2008-01,4.25
BEL,2008-02,4.23
BEL,2008-03,4.23
BEL,2008-04,4.37
BEL,2008-05,4.51
BEL,2008-06,4.84
BEL,2008-07,4.85
BEL,2008-08,4.58
BEL,2008-09,4.56
BEL,2008-10,4.46
BEL,2008-11,4.26
BEL,2008-12,3.87
BEL,2009-01,4.13
BEL,2009-02,4.24
BEL,2009-03,4.03
BEL,2009-04,3.93
BEL,2009-05,4.03
BEL,2009-06,4.12
BEL,2009-07,3.92
BEL,2009-08,3.77
BEL,2009-09,3.72
BEL,2009-10,3.68
BEL,2009-11,3.64
BEL,2009-12,3.61
BEL,2010-01,3.75
BEL,2010-02,3.73
BEL,2010-03,3.63
BEL,2010-04,3.54
BEL,2010-05,3.31
BEL,2010-06,3.47
BEL,2010-07,3.29
BEL,2010-08,3.03
BEL,2010-09,3.12
BEL,2010-10,3.21
BEL,2010-11,3.48
BEL,2010-12,3.99
BEL,2011-01,4.14
BEL,2011-02,4.21
BEL,2011-03,4.21
BEL,2011-04,4.29
BEL,2011-05,4.21
BEL,2011-06,4.14
BEL,2011-07,4.22
BEL,2011-08,4.11
BEL,2011-09,3.88
BEL,2011-10,4.2
BEL,2011-11,4.84
BEL,2011-12,4.35
BEL,2012-01,4.11
BEL,2012-02,3.7
BEL,2012-03,3.53
BEL,2012-04,3.52
BEL,2012-05,3.3
BEL,2012-06,3.17
BEL,2012-07,2.69
BEL,2012-08,2.54
BEL,2012-09,2.61
BEL,2012-10,2.44
BEL,2012-11,2.29
BEL,2012-12,2.1
BEL,2013-01,2.31
BEL,2013-02,2.46
BEL,2013-03,2.25
BEL,2013-04,2.04
BEL,2013-05,2.06
BEL,2013-06,2.44
BEL,2013-07,2.54
BEL,2013-08,2.65
BEL,2013-09,2.75
BEL,2013-10,2.57
BEL,2013-11,2.42
BEL,2013-12,2.43
BEL,2014-01,2.45
BEL,2014-02,2.4
BEL,2014-03,2.26
BEL,2014-04,2.16
BEL,2014-05,1.99
BEL,2014-06,1.83
BEL,2014-07,1.61
BEL,2014-08,1.4
BEL,2014-09,1.3
BEL,2014-10,1.18
BEL,2014-11,1.07
BEL,2014-12,0.91
BEL,2015-01,0.73
BEL,2015-02,0.63
BEL,2015-03,0.49
BEL,2015-04,0.42
BEL,2015-05,0.86
BEL,2015-06,1.21
BEL,2015-07,1.15
BEL,2015-08,1
BEL,2015-09,1.01
BEL,2015-10,0.85
BEL,2015-11,0.84
BEL,2015-12,0.89
BEL,2016-01,0.86
BEL,2016-02,0.72
BEL,2016-03,0.62
BEL,2016-04,0.55
BEL,2016-05,0.55
BEL,2016-06,0.43
BEL,2016-07,0.2
BEL,2016-08,0.15
BEL,2016-09,0.18
BEL,2016-10,0.27
BEL,2016-11,0.57
BEL,2016-12,0.61
BEL,2017-01,0.7
BEL,2017-02,0.87
BEL,2017-03,0.87
BEL,2017-04,0.78
BEL,2017-05,0.77
BEL,2017-06,0.62
BEL,2017-07,0.83
BEL,2017-08,0.73
BEL,2017-09,0.7
BEL,2017-10,0.69
BEL,2017-11,0.58
BEL,2017-12,0.53
BEL,2018-01,0.7
BEL,2018-02,0.97
BEL,2018-03,0.87
BEL,2018-04,0.81
BEL,2018-05,0.83
BEL,2018-06,0.79
BEL,2018-07,0.68
BEL,2018-08,0.71
BEL,2018-09,0.77
BEL,2018-10,0.85
BEL,2018-11,0.81
BEL,2018-12,0.75
BEL,2019-01,0.77
BEL,2019-02,0.69
BEL,2019-03,0.54
BEL,2019-04,0.47
BEL,2019-05,0.41
BEL,2019-06,0.15
BEL,2019-07,0
BEL,2019-08,-0.28
BEL,2019-09,-0.24
BEL,2019-10,-0.16
BEL,2019-11,-0.04
BEL,2019-12,0.01
BEL,2020-01,-0.03
BEL,2020-02,-0.13
BEL,2020-03,-0.02
BEL,2020-04,0.14
BEL,2020-05,0.04
BEL,2020-06,-0.04
BEL,2020-07,-0.17
BEL,2020-08,-0.21
BEL,2020-09,-0.25
BEL,2020-10,-0.34
BEL,2020-11,-0.38
BEL,2020-12,-0.39
BEL,2021-01,-0.36
BEL,2021-02,-0.21
BEL,2021-03,-0.04
BEL,2021-04,0.04
BEL,2021-05,0.18
BEL,2021-06,0.12
BEL,2021-07,-0.03
BEL,2021-08,-0.14
BEL,2021-09,0.01
BEL,2021-10,0.16
BEL,2021-11,0.07
BEL,2021-12,0.03
GBR,2007-01,4.8694
GBR,2007-02,4.896
GBR,2007-03,4.8194
GBR,2007-04,5.0439
GBR,2007-05,5.1458
GBR,2007-06,5.4321
GBR,2007-07,5.4084
GBR,2007-08,5.1499
GBR,2007-09,4.9928
GBR,2007-10,4.9576
GBR,2007-11,4.7263
GBR,2007-12,4.6937
GBR,2008-01,4.4925
GBR,2008-02,4.6234
GBR,2008-03,4.445
GBR,2008-04,4.6432
GBR,2008-05,4.8683
GBR,2008-06,5.2103
GBR,2008-07,5.0494
GBR,2008-08,4.7267
GBR,2008-09,4.5701
GBR,2008-10,4.5789
GBR,2008-11,4.2571
GBR,2008-12,3.6238
GBR,2009-01,3.6699
GBR,2009-02,3.6899
GBR,2009-03,3.2497
GBR,2009-04,3.4072
GBR,2009-05,3.6206
GBR,2009-06,3.7221
GBR,2009-07,3.8238
GBR,2009-08,3.7142
GBR,2009-09,3.6566
GBR,2009-10,3.5699
GBR,2009-11,3.7592
GBR,2009-12,3.8871
GBR,2010-01,4.0025
GBR,2010-02,4.0624
GBR,2010-03,4.0915
GBR,2010-04,4.1007
GBR,2010-05,3.7772
GBR,2010-06,3.6007
GBR,2010-07,3.5087
GBR,2010-08,3.233
GBR,2010-09,3.1271
GBR,2010-10,3.0685
GBR,2010-11,3.311
GBR,2010-12,3.6098
GBR,2011-01,3.7273
GBR,2011-02,3.8799
GBR,2011-03,3.7386
GBR,2011-04,3.7619
GBR,2011-05,3.5053
GBR,2011-06,3.4144
GBR,2011-07,3.3137
GBR,2011-08,2.7833
GBR,2011-09,2.504
GBR,2011-10,2.529
GBR,2011-11,2.2917
GBR,2011-12,2.1828
GBR,2012-01,2.1104
GBR,2012-02,2.2191
GBR,2012-03,2.323
GBR,2012-04,2.2117
GBR,2012-05,1.9416
GBR,2012-06,1.7698
GBR,2012-07,1.6523
GBR,2012-08,1.6735
GBR,2012-09,1.7222
GBR,2012-10,1.7721
GBR,2012-11,1.7741
GBR,2012-12,1.8467
GBR,2013-01,2.0795
GBR,2013-02,2.1781
GBR,2013-03,1.9768
GBR,2013-04,1.7824
GBR,2013-05,1.9462
GBR,2013-06,2.3063
GBR,2013-07,2.471
GBR,2013-08,2.7088
GBR,2013-09,2.8443
GBR,2013-10,2.6784
GBR,2013-11,2.7598
GBR,2013-12,2.9458
GBR,2014-01,2.91
GBR,2014-02,2.8147
GBR,2014-03,2.7837
GBR,2014-04,2.7417
GBR,2014-05,2.6989
GBR,2014-06,2.7842
